x,y,label,lane,dose,seed
16.576836,0.3885787,0,dpmm-transformer,w=0,2
14.291999,-4.937672,4,dpmm-transformer,w=0,2
16.751978,1.317759,0,dpmm-transformer,w=0,2
16.442432,-0.35624263,0,dpmm-transformer,w=0,2
15.188699,0.019204699,2,dpmm-transformer,w=0,2
16.220263,-0.7939833,7,dpmm-transformer,w=0,2
17.674921,-1.9425862,7,dpmm-transformer,w=0,2
14.764446,-4.793872,5,dpmm-transformer,w=0,2
23.216145,11.261564,1,dpmm-transformer,w=0,2
23.296637,10.920626,1,dpmm-transformer,w=0,2
18.309483,-1.1399492,8,dpmm-transformer,w=0,2
17.200705,-3.1539712,7,dpmm-transformer,w=0,2
15.334757,-3.9027812,5,dpmm-transformer,w=0,2
17.70728,2.2020202,6,dpmm-transformer,w=0,2
12.781423,-5.1198997,4,dpmm-transformer,w=0,2
15.8188505,3.0080967,9,dpmm-transformer,w=0,2
15.315155,0.2501158,2,dpmm-transformer,w=0,2
15.039965,-0.08575799,2,dpmm-transformer,w=0,2
18.17975,1.0950942,8,dpmm-transformer,w=0,2
15.526391,-3.7304049,5,dpmm-transformer,w=0,2
18.29415,-1.5703061,8,dpmm-transformer,w=0,2
16.49462,-0.75052655,0,dpmm-transformer,w=0,2
16.415379,-2.8683023,7,dpmm-transformer,w=0,2
15.90774,3.0914662,9,dpmm-transformer,w=0,2
13.384361,-5.681802,4,dpmm-transformer,w=0,2
15.827193,0.8611389,2,dpmm-transformer,w=0,2
17.084417,-2.0106044,7,dpmm-transformer,w=0,2
14.357176,-4.8714366,4,dpmm-transformer,w=0,2
14.501929,-4.1415863,5,dpmm-transformer,w=0,2
15.801216,-3.6207416,7,dpmm-transformer,w=0,2
17.691776,-1.7418915,7,dpmm-transformer,w=0,2
16.498302,-1.386759,7,dpmm-transformer,w=0,2
16.470907,1.3354107,0,dpmm-transformer,w=0,2
17.176504,0.67720366,0,dpmm-transformer,w=0,2
17.307129,0.80771106,0,dpmm-transformer,w=0,2
15.930554,0.74785155,2,dpmm-transformer,w=0,2
17.467627,0.34991747,8,dpmm-transformer,w=0,2
16.52699,2.889485,9,dpmm-transformer,w=0,2
13.312734,-4.3807135,5,dpmm-transformer,w=0,2
13.447902,-5.826736,4,dpmm-transformer,w=0,2
16.655125,-2.2903905,7,dpmm-transformer,w=0,2
16.539534,2.3256261,6,dpmm-transformer,w=0,2
16.40126,1.8850089,2,dpmm-transformer,w=0,2
17.44755,-0.9533411,0,dpmm-transformer,w=0,2
14.681729,-4.322554,5,dpmm-transformer,w=0,2
15.902384,1.0560571,2,dpmm-transformer,w=0,2
15.984576,-0.86470073,0,dpmm-transformer,w=0,2
16.399778,1.890321,6,dpmm-transformer,w=0,2
16.37689,-0.4993705,0,dpmm-transformer,w=0,2
12.824957,-5.233235,4,dpmm-transformer,w=0,2
17.01169,2.9527345,6,dpmm-transformer,w=0,2
14.489311,-4.8098407,5,dpmm-transformer,w=0,2
15.690969,-1.0306835,5,dpmm-transformer,w=0,2
14.317579,-5.201476,5,dpmm-transformer,w=0,2
16.825348,-2.9072783,7,dpmm-transformer,w=0,2
16.376348,2.6449206,6,dpmm-transformer,w=0,2
16.85545,2.8707566,6,dpmm-transformer,w=0,2
13.000649,-5.5105386,4,dpmm-transformer,w=0,2
13.706968,-5.6810427,4,dpmm-transformer,w=0,2
15.813738,-0.40650398,0,dpmm-transformer,w=0,2
16.450953,1.9958514,6,dpmm-transformer,w=0,2
15.208119,0.19937298,2,dpmm-transformer,w=0,2
12.811025,-5.114168,4,dpmm-transformer,w=0,2
16.756552,-0.46298522,0,dpmm-transformer,w=0,2
13.778194,-5.7269564,4,dpmm-transformer,w=0,2
16.42725,-3.311845,7,dpmm-transformer,w=0,2
16.561808,0.15040208,0,dpmm-transformer,w=0,2
17.275553,2.9079218,6,dpmm-transformer,w=0,2
15.838349,-2.2604399,0,dpmm-transformer,w=0,2
12.982957,-5.659801,4,dpmm-transformer,w=0,2
16.543686,2.6269538,9,dpmm-transformer,w=0,2
17.762405,-1.1780465,8,dpmm-transformer,w=0,2
16.10693,-2.3488414,7,dpmm-transformer,w=0,2
23.564383,10.959343,1,dpmm-transformer,w=0,2
23.489862,10.935807,1,dpmm-transformer,w=0,2
17.526327,-1.773759,0,dpmm-transformer,w=0,2
15.785563,2.9727924,9,dpmm-transformer,w=0,2
16.767786,3.120683,9,dpmm-transformer,w=0,2
14.270291,-4.3234754,5,dpmm-transformer,w=0,2
15.301762,0.644685,2,dpmm-transformer,w=0,2
16.533903,-3.1868103,7,dpmm-transformer,w=0,2
15.89305,0.86547005,3,dpmm-transformer,w=0,2
13.372765,-5.993223,4,dpmm-transformer,w=0,2
16.709896,-2.618043,7,dpmm-transformer,w=0,2
16.428074,1.2338542,0,dpmm-transformer,w=0,2
17.954863,1.4559827,3,dpmm-transformer,w=0,2
16.733572,1.044122,0,dpmm-transformer,w=0,2
17.91835,-0.17662089,8,dpmm-transformer,w=0,2
13.351395,-6.0440273,4,dpmm-transformer,w=0,2
16.155207,3.3705397,9,dpmm-transformer,w=0,2
17.084917,-3.2913024,7,dpmm-transformer,w=0,2
17.57404,2.5666559,6,dpmm-transformer,w=0,2
17.026018,1.1700495,0,dpmm-transformer,w=0,2
16.4175,2.4154212,9,dpmm-transformer,w=0,2
18.361341,-0.7709447,8,dpmm-transformer,w=0,2
14.272909,-4.7763367,5,dpmm-transformer,w=0,2
23.491743,11.107693,1,dpmm-transformer,w=0,2
17.623589,2.3432872,6,dpmm-transformer,w=0,2
18.540857,-0.9520833,8,dpmm-transformer,w=0,2
15.714542,2.3499486,9,dpmm-transformer,w=0,2
15.245966,-0.21709654,2,dpmm-transformer,w=0,2
23.139181,10.976348,1,dpmm-transformer,w=0,2
13.8625765,-5.7683587,4,dpmm-transformer,w=0,2
17.332624,-3.0405293,7,dpmm-transformer,w=0,2
17.854372,-2.1390007,7,dpmm-transformer,w=0,2
16.648855,3.5660636,9,dpmm-transformer,w=0,2
16.716904,3.1097827,9,dpmm-transformer,w=0,2
15.817348,2.2686746,0,dpmm-transformer,w=0,2
17.40037,2.4599166,6,dpmm-transformer,w=0,2
18.332914,-0.84266204,8,dpmm-transformer,w=0,2
16.184698,-0.6869305,7,dpmm-transformer,w=0,2
23.097187,11.219423,1,dpmm-transformer,w=0,2
17.376114,2.841869,6,dpmm-transformer,w=0,2
17.895658,1.87413,6,dpmm-transformer,w=0,2
15.914548,-0.7362464,0,dpmm-transformer,w=0,2
16.873098,3.1279092,9,dpmm-transformer,w=0,2
16.81829,1.9497724,6,dpmm-transformer,w=0,2
14.815537,-4.1584044,5,dpmm-transformer,w=0,2
17.590044,-2.057512,7,dpmm-transformer,w=0,2
17.583967,-1.7710006,7,dpmm-transformer,w=0,2
14.709777,-4.540058,5,dpmm-transformer,w=0,2
18.482874,-0.7459573,8,dpmm-transformer,w=0,2
17.43352,0.1868148,0,dpmm-transformer,w=0,2
17.723171,-1.5519642,7,dpmm-transformer,w=0,2
16.583237,2.1457694,6,dpmm-transformer,w=0,2
16.22904,-2.4591968,7,dpmm-transformer,w=0,2
16.398687,3.5937898,9,dpmm-transformer,w=0,2
17.959972,1.989155,6,dpmm-transformer,w=0,2
18.177614,-0.70137453,8,dpmm-transformer,w=0,2
17.525755,-1.7480633,7,dpmm-transformer,w=0,2
15.2722435,0.050021704,2,dpmm-transformer,w=0,2
16.085531,-0.7210517,8,dpmm-transformer,w=0,2
16.29168,1.9181352,9,dpmm-transformer,w=0,2
15.533113,-1.0143008,2,dpmm-transformer,w=0,2
15.712969,2.8966415,9,dpmm-transformer,w=0,2
16.801947,-2.4874277,7,dpmm-transformer,w=0,2
17.3685,-2.2096386,7,dpmm-transformer,w=0,2
16.214281,-1.1225586,7,dpmm-transformer,w=0,2
17.33074,-2.3849502,7,dpmm-transformer,w=0,2
16.292917,-3.270826,7,dpmm-transformer,w=0,2
13.86863,-4.8293257,5,dpmm-transformer,w=0,2
17.330917,-3.2736726,7,dpmm-transformer,w=0,2
14.218885,-4.6855555,5,dpmm-transformer,w=0,2
13.4527855,-5.990226,4,dpmm-transformer,w=0,2
16.455608,3.3106976,9,dpmm-transformer,w=0,2
13.668881,-5.4143105,4,dpmm-transformer,w=0,2
17.098547,1.2009778,6,dpmm-transformer,w=0,2
23.12359,11.324405,1,dpmm-transformer,w=0,2
15.609374,0.033681784,0,dpmm-transformer,w=0,2
14.2731495,-5.052852,4,dpmm-transformer,w=0,2
23.12102,11.000516,1,dpmm-transformer,w=0,2
15.99194,-3.465678,7,dpmm-transformer,w=0,2
16.61866,2.0876994,6,dpmm-transformer,w=0,2
16.317417,1.848417,2,dpmm-transformer,w=0,2
23.10213,10.937919,1,dpmm-transformer,w=0,2
16.820265,0.9322349,0,dpmm-transformer,w=0,2
15.701819,-0.01159635,2,dpmm-transformer,w=0,2
17.191599,-3.303075,7,dpmm-transformer,w=0,2
16.095545,-3.293104,7,dpmm-transformer,w=0,2
13.346885,-5.5292068,4,dpmm-transformer,w=0,2
16.846367,-2.2411706,7,dpmm-transformer,w=0,2
16.853397,-3.2276185,7,dpmm-transformer,w=0,2
23.106443,10.794916,1,dpmm-transformer,w=0,2
17.90644,-1.5736841,7,dpmm-transformer,w=0,2
14.994051,0.19958286,2,dpmm-transformer,w=0,2
15.829633,2.745223,9,dpmm-transformer,w=0,2
16.205196,-2.581844,7,dpmm-transformer,w=0,2
23.246391,10.876039,1,dpmm-transformer,w=0,2
16.69747,0.8350165,0,dpmm-transformer,w=0,2
16.263552,3.3633935,9,dpmm-transformer,w=0,2
16.831871,0.14917037,0,dpmm-transformer,w=0,2
18.313066,-0.43783826,8,dpmm-transformer,w=0,2
16.062551,3.392736,9,dpmm-transformer,w=0,2
16.134676,1.723897,6,dpmm-transformer,w=0,2
15.757967,2.799336,9,dpmm-transformer,w=0,2
16.960869,-3.434653,7,dpmm-transformer,w=0,2
13.51977,-5.8291006,4,dpmm-transformer,w=0,2
16.706522,1.5543455,0,dpmm-transformer,w=0,2
15.206707,-0.017306045,2,dpmm-transformer,w=0,2
15.6523075,2.383724,0,dpmm-transformer,w=0,2
17.028816,-2.7737293,7,dpmm-transformer,w=0,2
13.999485,-4.940496,5,dpmm-transformer,w=0,2
16.551516,-1.6473659,7,dpmm-transformer,w=0,2
23.381962,11.050021,1,dpmm-transformer,w=0,2
13.064619,-4.36881,2,dpmm-transformer,w=0,2
13.182558,-5.696763,4,dpmm-transformer,w=0,2
17.630527,-2.5619936,7,dpmm-transformer,w=0,2
