x,y,label,lane,dose,seed
-0.7164535,5.7169795,0,dpmm-transformer,w=0,1
4.930174,8.744614,4,dpmm-transformer,w=0,1
-0.77287817,2.8558583,0,dpmm-transformer,w=0,1
-1.1502328,6.193617,0,dpmm-transformer,w=0,1
1.3483713,5.0783405,2,dpmm-transformer,w=0,1
0.81547403,6.3324013,7,dpmm-transformer,w=0,1
-1.4779007,7.628865,7,dpmm-transformer,w=0,1
4.4199753,8.639997,5,dpmm-transformer,w=0,1
-6.0766296,11.981881,1,dpmm-transformer,w=0,1
-5.6804233,11.714873,1,dpmm-transformer,w=0,1
-1.4993935,6.9391627,8,dpmm-transformer,w=0,1
-0.7372083,8.39884,7,dpmm-transformer,w=0,1
4.6275926,8.591575,5,dpmm-transformer,w=0,1
-1.8702661,2.8898516,6,dpmm-transformer,w=0,1
6.294309,8.357154,4,dpmm-transformer,w=0,1
-0.42602208,1.7122043,9,dpmm-transformer,w=0,1
1.025622,4.639089,2,dpmm-transformer,w=0,1
1.4232305,5.18383,2,dpmm-transformer,w=0,1
-1.7137737,4.689017,8,dpmm-transformer,w=0,1
0.82461095,7.946441,5,dpmm-transformer,w=0,1
-1.4901922,7.0881863,8,dpmm-transformer,w=0,1
-0.011274467,6.275694,0,dpmm-transformer,w=0,1
-0.08092696,8.306317,7,dpmm-transformer,w=0,1
-0.48970944,1.5157117,9,dpmm-transformer,w=0,1
6.0177484,8.907679,4,dpmm-transformer,w=0,1
-0.28095952,4.3037195,2,dpmm-transformer,w=0,1
-0.99328446,7.690879,7,dpmm-transformer,w=0,1
5.0045066,8.508563,4,dpmm-transformer,w=0,1
4.869843,8.35072,5,dpmm-transformer,w=0,1
0.48563394,7.9345183,7,dpmm-transformer,w=0,1
-0.7533317,7.0065155,7,dpmm-transformer,w=0,1
-1.3814447,7.889291,7,dpmm-transformer,w=0,1
-0.5307608,5.4915752,0,dpmm-transformer,w=0,1
-0.6240201,5.8774524,0,dpmm-transformer,w=0,1
-0.9727893,3.8114126,0,dpmm-transformer,w=0,1
0.48736078,4.600846,2,dpmm-transformer,w=0,1
-0.31052476,5.366493,8,dpmm-transformer,w=0,1
-1.2428567,2.5394962,9,dpmm-transformer,w=0,1
5.587175,7.75401,5,dpmm-transformer,w=0,1
5.975622,8.749899,4,dpmm-transformer,w=0,1
0.16086031,7.695545,7,dpmm-transformer,w=0,1
-1.6922421,3.041095,6,dpmm-transformer,w=0,1
-1.2441398,3.3419697,2,dpmm-transformer,w=0,1
-0.7782026,6.321072,0,dpmm-transformer,w=0,1
4.572226,8.267914,5,dpmm-transformer,w=0,1
-0.27781993,4.09369,2,dpmm-transformer,w=0,1
0.47782695,6.017261,0,dpmm-transformer,w=0,1
-0.6727673,3.4053237,6,dpmm-transformer,w=0,1
